#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
8520;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8521;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8522;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8523;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8524;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8525;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;70 6c 65 74 ;"plet";4;;COM5;;
8526;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8527;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8528;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8529;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8530;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8531;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8532;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8533;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8534;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8535;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;65 2e 0d 0a ;"e...";4;;COM5;;
8536;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8537;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8538;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8539;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8540;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8541;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8542;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8543;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8544;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8545;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;53 2d 52 6f ;"S-Ro";4;;COM5;;
8546;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8547;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8548;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8549;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8550;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8551;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8552;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8553;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8554;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8555;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;74 61 74 69 ;"tati";4;;COM5;;
8556;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8557;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8558;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8559;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8560;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8561;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8562;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8563;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8564;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8565;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;6f 6e 20 63 ;"on c";4;;COM5;;
8566;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8567;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8568;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8569;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8570;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8571;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8572;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8573;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8574;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8575;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;6f 6d 70 6c ;"ompl";4;;COM5;;
8576;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8577;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8578;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8579;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8580;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8581;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8582;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8583;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8584;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8585;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;65 74 65 2e ;"ete.";4;;COM5;;
8586;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8587;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8588;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8589;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8590;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8591;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8592;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8593;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8594;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8595;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;0d 0a 53 2d ;"..S-";4;;COM5;;
8596;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8597;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8598;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8599;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8600;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8601;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8602;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8603;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8604;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;3;COM5;;
8605;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;4c 69 6e ;"Lin";3;;COM5;;
8606;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8607;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8608;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8609;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8610;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8611;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8612;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8613;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8614;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8615;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;65 61 72 20 ;"ear ";4;;COM5;;
8616;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8617;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8618;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8619;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8620;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8621;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8622;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8623;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8624;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8625;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;6d 6f 76 65 ;"move";4;;COM5;;
8626;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8627;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8628;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8629;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8630;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8631;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8632;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8633;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8634;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8635;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;20 63 6f 6d ;" com";4;;COM5;;
8636;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8637;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8638;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8639;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8640;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8641;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8642;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8643;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8644;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8645;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;70 6c 65 74 ;"plet";4;;COM5;;
8646;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8647;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8648;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8649;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8650;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8651;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8652;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8653;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8654;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8655;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;65 2e 0d 0a ;"e...";4;;COM5;;
8656;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8657;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8658;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8659;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8660;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8661;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8662;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8663;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8664;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8665;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;53 2d 52 6f ;"S-Ro";4;;COM5;;
8666;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8667;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8668;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
8669;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
8670;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8671;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8672;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
8673;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
8674;04/04/2024 19:43:53;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
8675;04/04/2024 19:43:53;IRP_MJ_READ;UP;STATUS_SUCCESS;74 61 74 69 ;"tati";4;;COM5;;
8676;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
8677;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
8678;04/04/2024 19:43:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
